País,ID Candidato,Género,Carrera Gestional,Avance,Semestres Totales,Postulados Si/No,Evaluados Si/No,Altamente Recomendado,Operaciones-Calidad,MTTO-DIMA,Comercial-Planeamiento,DIGI-SC,Resto-Soft,Apto/No Apto,Destacado Pym,Ingles,Apto,Destacado,Ingresados Si/No
México,,M,Ing. Tecnologías de Software,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,8,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Manufactura,10,10,,,,,,,,,,,,,,
México,,M,Ing. Materiales,10,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,M,Ing. Materiales,10,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,8,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,11,11,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,7,9,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,F,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,7,11,Si,Si,,Do Not Recommend,Highly Recommend,Do Not Recommend,Recommend,Recommend,Apto,Destacado,,,,
México,,F,Ing. Mecánica,11,11,,,,,,,,,,,,,,
México,,F,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,11,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,Si,Si,,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,Apto,Si,
México,,F,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Tecnologías de Software,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,12,,,,,,,,,,,,,,
México,,M,Ing. Manufactura,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,8,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,12,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,3,10,,,,,,,,,,,,,,
México,,M,Ing. Materiales,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,11,11,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,11,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,8,11,Si,Si,,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,Apto,,
México,,M,Ing. Mecatrónica/Electrónica,9,12,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,12,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,11,12,Si,Si,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,11,12,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,F,Ing. Manufactura,9,11,,,,,,,,,,,,,,
México,,M,Ing. Manufactura,2,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,11,12,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,11,12,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,8,10,Si,Si,,Recommend,Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Administración de Sistemas,11,12,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,11,Si,Si,,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,F,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,8,,,,,,,,,,,,,,
México,,M,Ing. Manufactura,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,Si,Si,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,12,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,11,11,,,,,,,,,,,,,,
México,,M,Ing. Materiales,8,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,12,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,7,10,Si,Si,,,,,,,,,,,,
México,,M,Ing. Manufactura,9,12,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,12,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,7,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,M,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,8,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,8,10,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,11,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Highly Recommend,Apto,,,,,
México,,M,Ing. Mecatrónica/Electrónica,2,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,7,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Do Not Recommend,Apto,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,12,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,11,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Highly Recommend,Apto,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,11,Si,Si,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,11,12,,,,,,,,,,,,,,
México,,F,Ing. Tecnologías de Software,9,10,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,10,11,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,F,Ing. Manufactura,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,11,10,,,,,,,,,,,,,,
México,,F,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Recommend,Recommend,Do Not Recommend,Recommend,Highly Recommend,Apto,,,,,
México,,M,Ing. Manufactura,7,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,2,12,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,8,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,11,12,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Tecnologías de Software,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,8,10,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,8,10,,,,,,,,,,,,,,
México,,M,Ing. Manufactura,10,11,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,8,10,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Materiales,10,10,Si,Si,,Highly Recommend,Do Not Recommend,Highly Recommend,Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,9,10,Si,Si,,Recommend,Do Not Recommend,Recommend,Highly Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Aeronáutica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Tecnologías de Software,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecatrónica/Electrónica,8,10,Si,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Manufactura,9,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,12,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,11,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,F,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Manufactura,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,Si,Si,,Recommend,Do Not Recommend,Recommend,Recommend,Highly Recommend,Apto,,,,,
México,,M,Ing. Mecánica,9,10,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Highly Recommend,Highly Recommend,Apto,Destacado,,,,
México,,M,Ing. Administración de Sistemas,9,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,11,12,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,M,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,12,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,9,10,Si,Si,,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Recommend,Apto,Destacado,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,M,Ing. Administración de Sistemas,10,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,10,11,,,,,,,,,,,,,,
México,,F,Ing. Tecnologías de Software,11,11,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,7,10,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,,,,,
México,,F,Ing. Mecánica,9,10,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,9,10,Si,Si,,Highly Recommend,Highly Recommend,Recommend,Do Not Recommend,Recommend,Apto,Destacado,,Apto,,
México,,F,Ing. Mecánica,9,10,Si,Si,,Highly Recommend,Recommend,Do Not Recommend,Recommend,Highly Recommend,Apto,Destacado,,,,
México,,M,Ing. Mecatrónica/Electrónica,11,11,,,,,,,,,,,,,,
México,,M,Ing. Manufactura,9,11,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,,,,,,,,,,,,,,
México,,F,Ing. Administración de Sistemas,9,11,,,,,,,,,,,,,,
México,,F,Ing. Mecánica,6,10,,,,,,,,,,,,,,
México,,M,Ing. Gestión Empresarial,3,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,5,9,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,1,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,5,10,,,,,,,,,,,,,,
México,,F,Ing. Industrial,3,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,3,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,3,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,5,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,3,9,,,,,,,,,,,,,,
México,,F,Ing. Industrial,3,8,,,,,,,,,,,,,,
México,,M,Ing. Industrial,1,8,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,9,10,,,,,,,,,,,,,,
México,,M,Ing. Industrial,3,9,,,,,,,,,,,,,,
México,,M,Creación de Empresas,3,8,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,3,9,,,,,,,,,,,,,,
México,,F,Ing. Industrial,3,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,5,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,3,8,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,5,9,,,,,,,,,,,,,,
México,,F,Ing. Industrial,1,9,,,,,,,,,,,,,,
México,,F,Ing. Industrial,3,9,,,,,,,,,,,,,,
México,,F,Ing. Industrial,5,9,,,,,,,,,,,,,,
México,,M,Ing. Gestión Empresarial,3,8,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,7,10,,,,,,,,,,,,,,
México,,M,Ing. Industrial,3,9,,,,,,,,,,,,,,
México,,F,Ing. Industrial,3,9,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,5,10,,,,,,,,,,,,,,
México,,F,Ing. Industrial,7,10,Si,Si,,Recommend,Do Not Recommend,Do Not Recommend,Recommend,Highly Recommend,Apto,,,,,
México,,F,Negocios Internacionales,1,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,4,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,5,9,,,,,,,,,,,,,,
México,,M,Administración,4,8,,,,,,,,,,,,,,
México,,M,Ing. Industrial,5,9,,,,,,,,,,,,,,
México,,M,Ing. Industrial,7,9,,,,,,,,,,,,,,
México,,F,Ing. Industrial,3,8,,,,,,,,,,,,,,
México,,M,Ing. Industrial,1,9,,,,,,,,,,,,,,
México,,F,Lic. Mercadotecnia,1,9,,,,,,,,,,,,,,
México,,M,Ing. Industrial,3,9,,,,,,,,,,,,,,
México,,F,Administración,5,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,3,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,5,12 o más,,,,,,,,,,,,,,
México,,M,Ing. Industrial,3,8,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,5,10,,,,,,,,,,,,,,
México,,F,Ing. Industrial,9,10,,,,,,,,,,,,,,
México,,M,Ing. Gestión Empresarial,5,10,,,,,,,,,,,,,,
México,,F,Ing. Industrial,5,10,,,,,,,,,,,,,,
México,,F,Ing. Industrial,1,9,,,,,,,,,,,,,,
México,,F,Ing. Industrial,3,9,,,,,,,,,,,,,,
México,,F,Ing. Industrial,3,10,,,,,,,,,,,,,,
México,,F,Administración,7,10,,,,,,,,,,,,,,
México,,F,Ing. Industrial,1,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,7,10,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,3,10,,,,,,,,,,,,,,
México,,M,Ing. Industrial,3,8,,,,,,,,,,,,,,
México,,M,Ing. Industrial,5,10,,,,,,,,,,,,,,
México,,M,Ing. Industrial,5,10,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,3,9,,,,,,,,,,,,,,
México,,F,Ing. Industrial,1,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,5,10,,,,,,,,,,,,,,
México,,M,Ing. Industrial,7,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,5,9,Si,,,,,,,,,,,,,
México,,F,Ing. Industrial,5,10,,,,,,,,,,,,,,
México,,M,Ing. Civil,3,10,,,,,,,,,,,,,,
México,,M,Ing. Gestión Empresarial,5,9,,,,,,,,,,,,,,
México,,F,Ing. Industrial,1,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,5,10,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,3,9,,,,,,,,,,,,,,
México,,F,Ing. Industrial,5,10,Si,Si,,,,,,,,,,,,
México,,M,Ing. Mecánica,10,11,Si,Si,,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,,,,,
México,,F,Ing. Industrial,7,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,5,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,3,9,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,5,10,,,,,,,,,,,,,,
México,,F,Ing. Gestión Empresarial,3,8,,,,,,,,,,,,,,
México,,M,Ing. Industrial,3,9,,,,,,,,,,,,,,
México,,F,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,,M,Ing. Química,9,10,,,,,,,,,,,,,,
México,,F,Administración,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Química,Egresado,Egresado,,,,,,,,,,,,,,
México,,F,Negocios Internacionales,9,10,,,,,,,,,,,,,,
México,,M,Administración,9,9,,,,,,,,,,,,,,
México,,M,Ing. Desarrollo Sustentable,5,8,Si,Si,,,,,,,,,,,,
México,,F,Derecho/Ciencias Políticas,7,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Industrial,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Industrial,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Administración,9,9,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,5,8,Si,Si,,Do Not Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,Apto,Si,Si
México,,M,Ing. Biotecnología,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Negocios Internacionales,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Desarrollo Sustentable,Egresado,Egresado,,,,,,,,,,,,,,
México,,F,Ing. Química,10,10,,,,,,,,,,,,,,
México,,F,Administración,9,11,,,,,,,,,,,,,,
México,,F,Economía/Finanzas,9,9,,,,,,,,,,,,,,
México,,F,Ing. Desarrollo Sustentable,Egresado,Egresado,,,,,,,,,,,,,,
México,,F,Ing. Innovación y Desarrollo,11,11,,,,,,,,,,,,,,
México,,F,Administración,5,8,,,,,,,,,,,,,,
México,,F,Ing. Mecatrónica/Electrónica,11,11,Si,Si,,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Mecánica,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Química,10,10,,,,,,,,,,,,,,
México,,F,Ing. Biotecnología,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,11,11,,,,,,,,,,,,,,
México,,F,Relaciones Internacionales,9,10,,,,,,,,,,,,,,
México,,M,Ing. Mecatrónica/Electrónica,7,10,Si,,,,,,,,,,,,,
México,,M,Negocios Internacionales,7,9,,,,,,,,,,,,,,
México,,F,Ing. Negocios y Tecnologías Computacionales,9,9,,,,,,,,,,,,,,
México,,M,Contabilidad,10,10,,,,,,,,,,,,,,
México,,F,Ing. Desarrollo Sustentable,7,10,,,,,,,,,,,,,,
México,,M,Ing. Desarrollo Sustentable,11,12,Si,,,,,,,,,,,,,
México,,M,Ing. Industrial,10,10,,,,,,,,,,,,,,
México,,M,Ing. Biotecnología,7,9,,,,,,,,,,,,,,
México,,F,Negocios Internacionales,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Mecánica,7,9,Si,Si,,Highly Recommend,Recommend,Highly Recommend,Highly Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,M,Ing. Química,8,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Apto,,,,,
México,,F,Relaciones Internacionales,8,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,No Apto,,,,,
México,,M,Ing. Industrial,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Innovación y Desarrollo,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Industrial,10,10,Si,Si,,Highly Recommend,Highly Recommend,Recommend,Recommend,Do Not Recommend,Apto,Destacado,,,,
México,,F,Ing. Biotecnología,7,10,,,,,,,,,,,,,,
México,,M,Negocios Internacionales,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Biotecnología,7,10,,,,,,,,,,,,,,
México,,M,Ing. Industrial,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,,F,Administración,7,9,,,,,,,,,,,,,,
México,,F,Ing. Innovación y Desarrollo,8,10,,,,,,,,,,,,,,
México,,M,Ing. Industrial,9,9,,,,,,,,,,,,,,
México,,F,Ing. Desarrollo Sustentable,Egresado,Egresado,Si,Si,,Highly Recommend,Highly Recommend,Recommend,Recommend,Highly Recommend,Apto,Destacado,,,,
México,,M,Administración,9,9,,,,,,,,,,,,,,
México,,M,Administración,8,9,,,,,,,,,,,,,,
México,,F,Contabilidad,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Ing. Nanotecnología,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Derecho/Ciencias Políticas,6,9,,,,,,,,,,,,,,
México,,M,Ing. Industrial,Egresado,Egresado,,,,,,,,,,,,,,
México,,M,Administración,6,10,,,,,,,,,,,,,,
México,,M,Ing. Civil,9,9,,,,,,,,,,,,,,
México,,M,Ing. Industrial,Egresado,Egresado,,,,,,,,,,,,,,
México,,F,Mercadotecnia,5,8,,,,,,,,,,,,,,
México,,F,Relaciones Internacionales,Egresado,Egresado,,,,,,,,,,,,,,
México,,F,Ing. Biotecnología,9,9,,,,,,,,,,,,,,
México,,F,Ing. Industrial,Egresado,Egresado,,,,,,,,,,,,,,
